110011最年輕的男    2 999999905    231227214409215440000100273    2 10000080010302031                                                                                                                                                                    0165999999999999999999999999999999992899999999999999999999999999999999999999999999999602999999999902020101010101050102020199999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999990202999999999999999999999999999999999999999999999999999999999999999999999999999999999999999902020200100299999903029703049699990296999701730602026029999990104
110024唯一合格男   07 999999905    231223203444205930000100124    2 10000840010101011                                                                                                                                                                    0264999999999999999999999999999999119999999999999999999999999999999999999999999999990602999999999903989801980301989898980499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999898999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999991989198989899999998989803989999999896990801590398986029999990104
110025最年長的男   03 999999905    231224164918170345000100049    2 10002844010804012                                                                                                                                                                    0110999999999999139999999999999999999999999999999999999999999999999999999999999999990501019999999902020303030303000301019699999999999999999999999999999999999999999999999999999999849899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999901010100951099999903030203080399990601029901420501019069995010101
110030唯一合格女    2 999999905    231224141402142619000100096    2 10002360010100011                                                                                                                                                                    0265999999999999999999999999999999991699999999999999999999999999999999999999999999999202999999999902019898019801989898029899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999029899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999991029105100799999902989891049899999806990801410102026029999990202
110032唯一合格女   07 999999905    231224135633140916000100096    2 10002360010100011                                                                                                                                                                    0164999999999999999999999999999999109999999999999999999999999999999999999999999999991101019999999902030302030203980298010399999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999898999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999993929905050599999992989893049899990607990801500502026029999990201
110038最年長的女   07 999999905    231226181452182541000100250    1 10000304010401012                                                                                                                                                                    0164999999999999999999999999999999059999999999999999999999999999999999999999999999990701010211999901020201010301030202020399999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999990101999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999902020202010399999902020303010299990402019901600502021069999990201
110051最年長的女    2 999999905    231223214742220533000100107    2 10002660010503012                                                                                                                                                                    0163999999999999999999999999999905999999999999999990119999999999999999999999999999990102999999999903030302980202050192010499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999929899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999991929103050599999992980103019299990319990802500403029069991040201
110052最年輕的女   07 999999905    231223203708204750000100271    2 10000132010804081                                                                                                                                                                    0164999999999999999999999999999999059999999999999999999999999999999999999999999999991601010402999904010103010303040398020299999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998401999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999991929100050599999902020101040299990421029901880607013029999990201
110054最年長的女   07 999999905    23122415205315291200099601188  2 10001310010503012                                                                                                                                                                    0164999999999999999999999999999999219999999999999999999999999999999999999999999999999201010299999902010198010398980298989899999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999902989999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999902020204100399999902029803989999990602019901580302029069996020201
110060最年長的男   05 999999905    231223210250211354000110101033 2 10000052010502011                                                                                                                                                                    0110999999999999029999999999999999999999999999999999999999999999999999999999999999990401010299999902010101960303000202020199999999999999999999999999999999999999999999999999990202999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999902020200090099999902020103040299990402019901530502029069998010101
