395778唯一合格男  042 999999902    240329201541202520000100282    2 10000072010101011                                                                                                                                                                    0102010201140302020202070702030201050306020207030507994197580602024019999996599999999999999999999999999999999109999990101                                      95101
395813最年輕的男   03 999999902    240326214359215204000100280    2 10000080010402041                                                                                                                                                                    0101010204030401020303040497040300040005020302980601029902690601013029999996899999999999999999999999999999999999999040101                                      95101
395820最年輕的女   07 999999902    240326203536204620000100278    2 20000036010401042                                                                                                                                                                    0103010202040297030302050697030205070707030205030607990801600402021049999996499999999999999999999999999999908999999990101                                      95201
395832最年輕的女   03 999999902    240329201945202958000100127    1 10001688010501052                                                                                                                                                                    0101010201140101020102101002030400000307010203020402019901880601026029999990599990599999999999999999999999999999999990101                                      95201
395855唯一合格男   06 999999902    240326203731204815000100207    2 10000796010201011                                                                                                                                                                    0101010114040201010102070801020300060507020103030502029901440501019069998016499999999999999999999999999999931999999990202                                      99101
395883唯一合格女    2 999999902    240326203950204904000100282    2 10000072010302011                                                                                                                                                                    0102010202010302030202060603030204070506030204040601029902540702022069999996599999999999999999999999999999999059999990101                                      95201
395905最年長的男  049 999999902    240326204116210423000100049    2 10002864010402012                                                                                                                                                                    0103010109010201020202060602960309060606039898020502029901360302029069991050899999999019999999999999999999999999999990102                                      99101
395934最年輕的男   04 999999902    240326204320205837000112254005 1 30000004010202021                                                                                                                                                                    0105010202080202010202080702030300050008020205020402029901700402025019999990799999911999999999999999999999999999999990101                                      95101
395961唯一合格女  042 999999902    240326212923214422000100124    2 10000920010100011                                                                                                                                                                    0103010204020304030304050503030203070307030305020507990801600502029069994016699999999999999999999999999999999992499990102                                      99204
405002唯一合格男    2 999999903    240326211502212728000100067    2 10001275010201012                                                                                                                                                                    0101010196990101010101091002020400030109010100030502019901600602022149999996599999999999999999999999999999999089999990201                                      95101
405014唯一合格男   03 999999903    240329203629205408000100146    2 10000132010101011                                                                                                                                                                    0299019801020303040303050503030408060604030204040106990302310201021069999996899999999999999999999999999999999999999010102                                      99104
405086唯一合格女    2 999999903    240330191930192823000100231    1 10000108010201012                                                                                                                                                                    0101010302030403970303050503030405060604030205040697990302370501019069992066399999999999999999999999999990599999999990101                                      95201
405146最年輕的女   08 999999903    240329181120182414000100260    2 10000452010200021                                                                                                                                                                    0101010102040203020203080702040302050307030203030402029901600702022069999991399999999999999019999999999999999999999990101                                      95201
405151最年輕的男   06 999999903    240330190811191917000100222    2 10000320010302031                                                                                                                                                                    0101010404020404040404010004030403090500030205040501029903690502023029999991699999999999999999999019999999999999999990101                                      01101
405172唯一合格女   06 999999903    240326205702210806000100280    2 10000080010504011                                                                                                                                                                    0102010308020303020204050502020205090805020203020601029901560402029011049996799999999999999999999999999999999999934990201                                      01201
405176最年輕的男   03 999999903    240326205715210759000100278    2 20000036010402041                                                                                                                                                                    0101019802010202020303060802030303060406020206020595999501890602027019999990499019999999999999999999999999999999999990101                                      95101
405184唯一合格男   04 999999903    240326205731210908000100275    2 10000156010101011                                                                                                                                                                    0101010104010102010303070902030400040407020204030502029901540703031049999996399999999999999999999999999990199999999990201                                      95101
