C2018020242    1                                       20-DEC-2021 13:45:1420-DEC-2021 13:56:1796 4 4 2 3 1 2 1 2 4 3 2 2 4 1 4 0 0 8 0 9 7 3 8 1 1 1 1 19999999916 8 1 196 19595 1919191 438 299 1 77019999996899999999999999999999999999999999999999109999 1 1
C2018005019    1                                       20-DEC-2021 18:46:0420-DEC-2021 18:53:49 2 4 3 4 3 1959999 4 4 19696 2 3 1 2 2 1 5 3 7 5 19595959599999999 4 196 1 1969595 1959595 2 799 8 1 75019999996799999999999999999999999999999999999923999999 1 1
C202070861     1                                       26-DEC-2021 22:00:2026-DEC-2021 22:17:00 3 3 3 3 3 1 2 1 1 2 2 2 2 2 2 4 5 5 5 5 5 4 5 6 19595959599999999 1 397 1 1979595 19595959595999595 46019999996599999999999999999999999999999999 69999999999 1 1
C202072619     1                                       19-DEC-2021 19:57:4319-DEC-2021 20:15:48 2 4 4 4 4 1 2 4 4 3 3 3 3 3 2 3 5 2 5 5 5 5 5 7 195 1 1 1999999999199969696 19595 1 19191 5969996 3 49059996026599999999999999999999999999999999 19999999999 1 1
C202073251     1                                       27-DEC-2021 09:17:1427-DEC-2021 09:27:31 2 4 3 3 3 1 2 1 1 2 3 1 3 4 1 3 6 0 3 4 4 1 2 6 1 1 1 1 199999999 8 4 2 2 2 19595 1 1 2 1 5969996 3 7602999999639999999999999999999999999999 399999999999999 1 1
C202073386     1                                       19-DEC-2021 20:31:1819-DEC-2021 21:22:34 3 4 596 3 1 1 499 496 2 4 4 1 4 4 0 2 6 4 0 0 39599999999 1 1 1 1 1 4 29696 2959595999999 6 799 8 3 59069991046599999999999999999999999999999999 69999999999 1 2
C2017060108    1                                       29-DEC-2021 19:36:4229-DEC-2021 19:41:54 3 1 5 4 2 1 2 1 296 3 3 3 2 3 2 0 7 3 0 0 7 7 0959999999995959595919996969696959595999999 4 2 299 1 59059994016499999999999999999999999999999919999999999999 1 1
C2017065703    1                                       30-DEC-2021 08:48:1930-DEC-2021 09:01:35 1 1 4 4 1 1 2 4 4 3 3 4 3 1 3 1 010 2 0 010 9 3 1959595959999999915 2 19595 29595 195 195 435 199 1 610499999964999999999999999999999999999999 3999999999999 1 2
C2017062046    1                                       21-DEC-2021 08:21:5021-DEC-2021 08:29:32 3 4 4 5 3 1 2 1 1 3 2 2 2 3 1 3 5 1 7 6 7 5 4 7 1 1 1 1 199999999 1 4 1 1 1 19591 1 19191 538 299 3 790699910418999999999999999999999999 1999999999999999999 1 1
C2017070648    1                                       20-DEC-2021 08:57:3220-DEC-2021 09:06:45 2 4 4 4 3 1 1 499 3 3 2 2 3 1 3 4 2 5 2 5 3 2 79599999999 1 1 1 1 1 4979797 19595959999999896999697 44019999996599999999999999999999999999999999 29999999999 2 2
C2017069385    1                                       25-DEC-2021 12:58:1125-DEC-2021 13:09:4096 3 3 3 3 1 2 1 1 4 4 1 4 4 1 3 5 4 5 5 9 8 410 1 1 1 1 199999999 2 1 2 1 1 29595 1 1 191 4969996 1 56029999996499999999999999999999999999999916999999999999 1 2
C2019081475    1                                       21-DEC-2021 20:13:5421-DEC-2021 20:21:39 2 4 3 4 3 1 2 1 2 2 3 396 3 1 3 7 2 4 8 4 4 2 6 1 1 1 1 199999999 1 2 2 2 2969595 1959595 5 1 299 3 62049999996599999999999999999999999999999999 39999999999 1 1
C2017060055    1                                       20-DEC-2021 18:54:2120-DEC-2021 19:04:26 2 3 4 5 4 1 2 4 4 3 2 2 3 4 2 3 6 0 4 5 4 4 3 7 1 1 1 1 199999999 8 197 2 2 29544 1 1 2 1 5 799 3 3 73029999996599999999999999999999999999999999 99999999999 1 1
C2017066389    1                                       27-DEC-2021 14:54:1327-DEC-2021 15:10:5396 2 3 3 1 1 2 2 296 3 396 2 3 1 3 8 4 2 4 8 8 4 1 2 2 2 299999999 49297 1 1 29595 1 1 191 5 2 299 3 790699920415999999999999999999 1999999999999999999999999 1 1
C2017065920    1                                       20-DEC-2021 14:35:4320-DEC-2021 14:50:54 1 2 3 3 1 1 2 2 2 3 3 3 4 29696 2 8 8 0 8 898 0 1 2 2 2 2999999999199 1 1 1 19541 1 2 195 4 799 8 1 6906999104639999999999999999999999999999 299999999999999 1 1
C2017070029    1                                       26-DEC-2021 11:07:2626-DEC-2021 11:26:17 2 3 3 4 3 1 2 2 2 3 3 3 3 3 296 0 5 2 1 1 6 6 3 1 2 2 2 299999999 1 496 1 1 295 2 1 2 1 2 4969996 1 71069999996599999999999999999999999999999999 19999999999 1 1
