100050唯一合格男    2 999999910    241212185158190549000100124    2 10001098010201012                                                                                                                                                                    0101010204010202020202070707070202090502020502010601029902400402029069993026599999999999999999999999999999999039999990102                                      990101
100057唯一合格男   06 999999910    241211204244205112000100283    2 10000116010301011                                                                                                                                                                    0102010301040303030303060402040303070203020403040507990802480402021059999996799999999999999999999999999999999999932990102                                      990101
100065唯一合格女    2 999999910    241211204308205514000100117    2 10001100010100011                                                                                                                                                                    0102010208040203030202060605060303020101010202030402029901780602023029999996599999999999999999999999999999999149999990101                                      010201
100074最年輕的男    2 999999910    241211204344205249000100087    2 10002536010302031                                                                                                                                                                    0102019804010302020298080706070204070302020602020502029902540702021049999991799999999999999999999990499999999999999990101                                      950101
100084唯一合格女   05 999999910    241211212624213956000100297    2 10000092010201012                                                                                                                                                                    0101010208029702970303080908090303080003020702030602029902460302019016029992099999999999999999999999999029999999999990102                                      990201
100096唯一合格男  042 999999910    241215183608185439000100202    2 10000460010301011                                                                                                                                                                    0101010204020302020303050305060203040603030503040619990802480502025019999996699999999999999999999999999999999991599990101                                      950102
100103最年長的男   03 999999910    241214193115194408000100222    2 10000456010402012                                                                                                                                                                    0101010301080403030202080807060202060502020503040507990302320601019069992061899999999999999999999999901999999999999990101                                      950101
100116唯一合格男   07 999999910    241211204749205839000100275    2 10000372010201012                                                                                                                                                                    0101010401040403030304050503030303080503030503030507990802400603033029999996499999999999999999999999999999904999999990202                                      990101
100122唯一合格男  042 999999910    241211204825210151000100294    2 10000124010101011                                                                                                                                                                    0101010302040302010203101005050202100502020501020307990302550402026029999996699999999999999999999999999999999990999990101                                      950101
100134唯一合格女   03 999999910    241212184717185755000100293    2 10000112010201011                                                                                                                                                                    0101010108030101020202101008100204050002020501010602019901480402029069991060999999999990899999999999999999999999999990202                                      990201
100137唯一合格男  042 999999910    241211204939210128000109205012 1 10000004010201012                                                                                                                                                                    0101010301040402030302040504030402080402030902040601029902520502021049999990799999921999999999999999999999999999999990201                                      010101
100164唯一合格男   05 999999910    241211205138210235000100251    2 10000556010101011                                                                                                                                                                    0101019608029602039603060500070203070002020002040507990802380202025019999991099999999999915999999999999999999999999990102                                      990101
100186最年長的女   06 999999910    241211205305211546000100124    2 10001098010402012                                                                                                                                                                    0101010115040102020202100808100203080002010502020602019901500402029069994016799999999999999999999999999999999999931990102                                      990204
100188最年輕的男   04 999999910    241211205308210517000100289    2 10000150010703071                                                                                                                                                                    0103019704089797020203050505059897060602020003030607990801880602023029999990799999916999999999999999999999999999999990101                                      950101
100201唯一合格女    2 999999910    241212184227185346000100275    2 10000372010201011                                                                                                                                                                    0103019604020402030404050706050203080103030202030501029902740403036029999996599999999999999999999999999999999039999990101                                      950201
100221唯一合格女    2 999999910    241211205615210423000100274    1 10000198010201011                                                                                                                                                                    0102010202040203980303060503050304000002020703030402029901670702022069999996399999999999999999999999999990899999999990101                                      950201
100237唯一合格女   08 999999910    241214193448195046000100290    2 20000048010100011                                                                                                                                                                    0101010204030202020202090806080103050302020002020496990401580402025019999991399999999999999039999999999999999999999990102                                      990204
100253最年輕的男  049 999999910    241214193516194459000100294    2 10000124010302031                                                                                                                                                                    0101019808019898989898080898079898070702020398030507990895680602026029999990899999999039999999999999999999999999999990101                                      950101
100267唯一合格男  049 999999910    241211205913211232000100087    2 10002536010201012                                                                                                                                                                    0101010143140101010101101010100104020001010004980502019901470202025019999990899999999129999999999999999999999999999990102                                      990102
100271唯一合格男  049 999999910    241211205926211019000100275    2 10000372010301011                                                                                                                                                                    0101010301020403030302050200020303080303020598040607990801530602026029999990899999999109999999999999999999999999999990101                                      950101
100280唯一合格男  049 999999910    241211210010211113000100298    1 20000048010201011                                                                                                                                                                    0101010101920101010101101008100195100502020095020602019901470302026029999990899999999089999999999999999999999999999990101                                      950101
100299唯一合格男   05 999999910    241214195832200444000100124    2 10001098010201012                                                                                                                                                                    0103010196990101010101090910100104980001019801989802019901280302029069991051099999999999910999999999999999999999999990195                                      990104
100307唯一合格男   07 999999910    241211210231211556000100265    1 10000428010301011                                                                                                                                                                    0103010301020301030303050605060303090201980601040519990802570402026029999996499999999999999999999999999999930999999990102                                      990101
100308唯一合格女   07 999999910    241211210233211540000100297    2 10000092010100011                                                                                                                                                                    0101010101920201010202090910100203080503010601010602029901610402029016029996499999999999999999999999999999920999999990102                                      990204
100322最年長的男   07 999999910    241215184414185641000100265    1 10000428010402012                                                                                                                                                                    0103010101030101010101101010100103050002020002010402019901660302029059996026499999999999999999999999999999905999999990102                                      990101
100358唯一合格男   03 999999910    241212183753185138000100279    2 10000136010401011                                                                                                                                                                    0101040301080403040303030302000302080703030003040607990401370402029069999959899999999999999999999999999999999999999999595                                      990104
100384唯一合格女    2 999999910    241214193856194819000200326    2 10000268010302012                                                                                                                                                                    0102010301040403030303060603030303080503020603020601019902520403023029999996599999999999999999999999999999999019999990101                                      950201
100391唯一合格男    8 999999910    241211211545212540000100297    2 10000092010201011                                                                                                                                                                    0103010404080497030403000000000303080002030603030501029903400403039069991056599999999999999999999999999999999099999990102                                      990101
100405最年長的女   06 999999910    241211215010221430000100124    2 10001098010402012                                                                                                                                                                    0103010298990201010102080808080202080201010202020602019901580402021059999996799999999999999999999999999999999999901990101                                      950201
100427最年輕的男   05 999999910    241211211958213547000100255    1 10000515010302032                                                                                                                                                                    0101010204080303020302060505059803050503030098030502029901570202026029999990999999999991399999999999999999999999999990102                                      990104
100447唯一合格男   07 999999910    241211212154213230000100286    2 10000136010101011                                                                                                                                                                    0101020208040202030303080505090304000002020001020523019901510402021069999996499999999999999999999999999999927999999990102                                      990101
100471唯一合格男   07 999999910    241214194249195203000100231    1 10000264010301011                                                                                                                                                                    0101010308010303030303040302040302070303030203040301029902610703029069993016499999999999999999999999999999914999999990101                                      950101
100473唯一合格男    3 999999910    241211212435213800000100274    1 10000198010301012                                                                                                                                                                    0103020304090303030303060505040303080402020403010601029902490402023029999996599999999999999999999999999999999049999990102                                      990101
100476最年長的女   06 999999910    241211212503214420000100288    2 30000016010401012                                                                                                                                                                    0103010204030302030201090807080303080503010303020596990402600602022059999996799999999999999999999999999999999999922990101                                      010201
100495最年長的女    2 999999910    241211212728213846000100283    2 10000116010401012                                                                                                                                                                    0102010304010403040303050503040298070403020503030607990401520602029069991046599999999999999999999999999999999029999990101                                      950201
100507最年長的女   04 999999910    241213183918184950000100265    1 10000428010402012                                                                                                                                                                    0102010204020202020202050504040302070302020402020601029902630401011069999990799999917999999999999999999999999999999990102                                      990201
100527唯一合格男   04 999999910    241211213318214724000100286    2 10000136010201012                                                                                                                                                                    0101010301020402030203060302050202090503020297030601019902520702022069999990799999910999999999999999999999999999999990101                                      950101
100536唯一合格男    2 999999910    241211213434215351000100275    2 10000372010201011                                                                                                                                                                    0101010101080102010196091008109604050002960396040496999601390398986029999996599999999999999999999999999999999039999990102                                      990102
100539唯一合格女  042 999999910    241215183248184905000100193    2 10000747010100011                                                                                                                                                                    0101010401020404040403000100009802100502030503020601019902720402029016019996699999999999999999999999999999999991199990102                                      990201
100548唯一合格女   06 999999910    241215183358184425000100291    2 10000180010201011                                                                                                                                                                    0102010401020403030404040402020302080203030403040501019902400302029069996026799999999999999999999999999999999999920990102                                      990201
100550最年輕的女    2 999999910    241215184442185308000100292    1 20000068010402041                                                                                                                                                                    0101010208010202020202070705070202050002020401030402029901730702026019999996599999999999999999999999999999999029999990101                                      950201
100588最年長的男   04 999999910    241215184309185840000100290    2 20000048010603012                                                                                                                                                                    0102010108010101010202100806100204060002020002010402019901480402021059999990799999916999999999999999999999999999999990102                                      990102
